path,aggressiveness,gender
Audio Dataset/Female/Non-Aggressive\OAF_mop_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_mouse_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_nag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_name_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_near_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_neat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_nice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_note_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_numb_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pad_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_page_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pain_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pass_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pearl_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_peg_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_perch_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_phone_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pick_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pike_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pole_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_pool_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_puff_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_raid_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rain_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_raise_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_reach_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_read_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_red_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_ring_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_ripe_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_road_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_room_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rose_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rot_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rough_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_rush_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_said_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sail_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_search_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_seize_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sell_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_shack_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_shall_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_shawl_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sheep_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_shirt_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_should_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_shout_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_size_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_soap_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_soup_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sour_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_south_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sub_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_such_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_sure_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_take_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_talk_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tape_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_team_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tell_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_thin_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_third_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_thought_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_thumb_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_time_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tip_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tire_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_ton_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tool_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_tough_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_turn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_vine_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_voice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_void_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_vote_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_wag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_walk_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_wash_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_week_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_wheat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_when_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_which_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_whip_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_white_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_wife_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_wire_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_witch_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_yearn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_yes_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_young_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OAF_youth_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\OA_bite_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_back_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bar_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_base_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bath_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bean_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_beg_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bite_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_boat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bone_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_book_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_bought_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_burn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_cab_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_calm_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_came_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_cause_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_chain_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_chair_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_chalk_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_chat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_check_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_cheek_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_chief_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_choice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_cool_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dab_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_date_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dead_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_death_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_deep_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dime_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dip_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_ditch_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dodge_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_dog_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_doll_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_door_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_fail_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_fall_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_far_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_fat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_fit_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_five_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_food_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_gap_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_gas_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_gaze_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_germ_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_get_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_gin_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_goal_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_good_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_goose_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_gun_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_half_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hall_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hash_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hate_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_have_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_haze_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hire_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hit_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hole_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_home_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hurl_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_hush_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_jail_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_jar_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_join_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_judge_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_jug_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_juice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_keen_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_keep_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_keg_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_kick_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_kill_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_king_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_kite_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_knock_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_late_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_laud_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lean_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_learn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lease_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lid_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_life_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_limb_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_live_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_loaf_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_long_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lore_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lose_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_lot_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_love_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_luck_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_make_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_match_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_merge_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mess_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_met_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mill_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mob_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mode_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mood_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_moon_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mop_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_mouse_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_nag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_name_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_near_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_neat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_nice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_note_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_numb_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pad_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_page_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pain_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pass_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pearl_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_peg_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_perch_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_phone_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pick_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pike_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pole_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_pool_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_puff_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_raid_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rain_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_raise_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_reach_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_read_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_red_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_ring_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_ripe_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_road_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_room_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rose_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rot_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rough_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_rush_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_said_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sail_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_search_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_seize_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sell_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_shack_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_shall_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_shawl_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sheep_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_shirt_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_should_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_shout_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_size_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_soap_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_soup_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sour_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_south_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sub_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_such_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_sure_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_take_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_talk_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tape_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_team_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tell_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_thin_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_third_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_thought_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_thumb_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_time_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tip_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tire_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_ton_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tool_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_tough_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_turn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_vine_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_voice_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_void_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_vote_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_wag_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_walk_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_wash_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_week_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_wheat_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_when_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_which_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_whip_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_white_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_wife_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_wire_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_witch_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_yearn_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_yes_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_young_neutral.wav,0,0
Audio Dataset/Female/Non-Aggressive\YAF_youth_neutral.wav,0,0
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-01-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-01-02-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-01-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-01-02-02-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-01-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-03.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-05.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-07.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-09.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-11.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-13.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-15.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-17.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-19.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-21.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-01-02-23.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-02-01-01.wav,1,1
Audio Dataset/Male/Aggressive\03-01-05-02-02-01-03.wav,1,1
