,VoiceClip_No,TextTranscripts,label,processed_content
184,Voice185,Worst customer service ever. Doesnt respond to complaints or tech support. Filed over 10 complaints for the same issue over the last month still hasn't fixed it or given any responses,Agg,worst custom servic ever doesnt respond complaint tech support file complaint issu last month still fix given respons
185,Voice186,"Worst service ever. Not returning to complains, slow Internet speed and moreover, no transparency in data charging. Peo tv connection also the worst cable service provider ever",Agg,worst servic ever return complain slow internet speed moreov transpar data charg peo connect also worst cabl servic provid ever
186,Voice187,The worst customer service ever..you never answer the call..TRASH,Agg,worst custom servic ever never answer call trash
187,Voice188,I already made the complaint to change the name and addresses under my NIC.,Non,alreadi made complaint chang name address nic
188,Voice189,Can I have a phone technician to check on my phone connection?,Non,phone technician check phone connect
189,Voice190,My Wifi is not working .Anything technically that you all can check or anything I can do from my end?,Non,wifi work technic check anyth end
190,Voice191,"Very disappointing, I have been requesting for a fiber connection for past 3 years, even though the location is in Colombo, SLT couldn't fulfill my request",Agg,disappoint request fiber connect past year even though locat colombo slt could fulfil request
191,Voice192,Poor Customer Service SLTMobitel. you have  the most ineffective telecommunications customer service I've ever experienced.,Agg,poor custom servic sltmobitel ineffect telecommun custom servic ever experienc
192,Voice193,Unfortunately no one there at Sri Lanka Telecom to answer customers phone calls. Not only the branches but also at head office. Very disappointed,Agg,unfortun one sri lanka telecom answer custom phone call branch also head offic disappoint
193,Voice194,Worst customer service ever.you people dont respond to complaints or tech support. Filed over 10 complaints for the same issue over the last month still hasn't fixed it or given any responses,Agg,worst custom servic peopl dont respond complaint tech support file complaint issu last month still fix given respons
194,Voice195,"I changed houses from Mirihana to Mt.Lavinia on 23rd Apr. Requested telecom to reconnect the phone line to No.140/50, Kalapura, Templers Road, Mt.Lavinia where I m putting up at the moment. They Informed me that it will take max 2weeks. and this is the 6th week . Nothing happening. No TV,  phone, WiFi. Children are missing online lessons etc .  What is wrong with Telecom ?",Agg,chang hous mirihana 23rd apr request telecom reconnect phone line kalapura templer road put moment inform take max 2week 6th week noth happen phone wifi children miss onlin lesson etc wrong telecom
195,Voice196,"This is one of the useless  companies in Sri Lanka.Yesterday they installed fiber optic facility to my house.
Since then my TV Telephone, Wifi all out.I have informed and given more than 10  15 call to them. But it’s sad to note so far no connection is given",Agg,one useless compani sri instal fiber optic facil hous sinc telephon wifi inform given call sad note far connect given
196,Voice197,Slt used to be the best service provider in telecommunication but now u are robbing people by unwanted subscription fees,Agg,slt use best servic provid telecommun rob peopl unwant subscript fee
197,Voice198,Contact no. 1212 is useless service. Your automated chat service is horrible,Agg,contact 1212 useless servic autom chat servic horribl
198,Voice199,My line was disconnected due to arrears payment and I paid the full amount. Can you reconnected my line ? ,Non,line disconnect due arrear payment paid full amount reconnect line
199,Voice200,"Worst Customer Service ever!! The people working in the call center are lazy, careless and absolutely ignorant. Unprofessional staff, useless regional manager ",Agg,worst custom servic ever peopl work call center lazi careless absolut ignor unprofession staff useless region manag
200,Voice201,Can I change packages anytime using the App?,Non,chang packag anytim use app
201,Voice202,"Is it not possibly a disconnection due to loss of payments? Because I made the late payments, I only made a payment yesterday.",Non,possibl disconnect due loss payment made late payment made payment yesterday
202,Voice203,I just want to know whether you have any other router models.,Non,want know whether router model
203,Voice204,Wi-Fi doesn't work. Always we have to reconnect and connect.Whats the issue ?,Non,work alway reconnect issu
204,Voice205,The absolute worst service I've encountered anywhere. You SLT will just take our money and give us headaches,Agg,absolut worst servic encount anywher slt take money give headach
205,Voice206,"I ordered a new connection from Maradana branch and it's been 3 days since the promised delivery date. Does not work on time. Does not answer phone calls. Very rude, unprofessional and useless customer care service",Agg,order new connect maradana branch day sinc promis deliveri date work time answer phone call rude unprofession useless custom care servic
206,Voice207,No one responds as appropriate or take any action for any complaints or faults,Agg,one respond appropri take action complaint fault
207,Voice208,Really very good services given by SLT maradana branch .I went and got my work done quickly. ,Non,realli good servic given slt maradana branch went got work done quickli
208,Voice209,Gampha branch office never picked up when I called them so I had to go down there in person but they still didn't resolve my problem,Agg,gampha branch offic never pick call person still resolv problem
209,Voice210,I have been charged for internet in peo tv all of a sudden for which we never agreed. Neither do we have a router for it. Neither do we see any connection,Agg,charg internet peo sudden never agre neither router neither see connect
210,Voice211,I had a Worst service from customer care unit. Even they are not listening our complaint. they wasting our time,Agg,worst servic custom care unit even listen complaint wast time
211,Voice212,"Waiting for the fiber-optic line since September almost 3 months. Very bad customer service,When will we get our connection?",Non,wait line sinc septemb almost month bad custom servic get connect
212,Voice213,Worst experience ever. Since 3 days wifi is not working. Really disappointed. They said repair is on going but it was 3 days now. Still no action taken. Frustrated. Very bad service,Agg,worst experi ever sinc day wifi work realli disappoint said repair go day still action taken frustrat bad servic
213,Voice214,"Extremely slow internet service. Terrible customer service/attitude towards customers, coupled with poor technical support",Agg,extrem slow internet servic terribl custom toward custom coupl poor technic support
214,Voice215,I have tried to contact 1212  for the last one week. Why isnt this place privatised. We are just paying bills. no service. not even a call when complaints are made.,Agg,tri contact 1212 last one week isnt place privatis pay bill servic even call complaint made
215,Voice216,Peo TV sports channels are not working. Why is that ?,Non,peo sport channel work
216,Voice217,"Worst customer service provided by the agent. I called the contact number of agent in Kotte branch given by Maharagama branch, to make a compliant since there is no response for my refund request made on 21st November 2023 (today is 8th January 2024). When I informed that I have made a request for a refund and still it has not been sorted.",Agg,worst custom servic provid agent call contact number agent kott branch given maharagama branch make compliant sinc respons refund request made 21st novemb 2023 today 8th januari 2024 inform made request refund still sort
217,Voice218,"My new fibre line connected but not with the numbers I paid for. Tried several times to contact the agent, but failed. My business suffers due to the worst service provided by SLT",Agg,new fibr line connect number paid tri sever time contact agent fail busi suffer due worst servic provid slt
218,Voice219,I am extremely disappointed with the service. Installation staff were excellent and assured me that the fibre connection internet facility will be provided in 1 hour. Its taken almost 24 hours and the internet connection has not been restored!,Agg,extrem disappoint servic instal staff excel assur fibr connect internet facil provid hour taken almost hour internet connect restor
219,Voice220,"I called  to express my utter frustration and disappointment with the quality of your internet service. Despite paying for your service on time, we are experiencing yet another interruption in our WiFi connection. This is the second time today that our internet has gone down, and it has happened more than five times this week alone",Agg,call express utter frustrat disappoint qualiti internet servic despit pay servic time experienc yet anoth interrupt wifi connect second time today internet gone happen five time week alon
220,Voice221,I am very disappointed to say that there is no response to your phone and there is no responsible officer to file any complaint. I asked 1212 about this and even they couldn’t provide me proper details,Agg,disappoint say respons phone respons offic file complaint ask 1212 even provid proper detail
221,Voice222,"I am very disappointed to say that your services are very poor than expected. Please note, all the time the internet connection was bad and SLOW.
You should take steps to ensure that the consumers enjoy flawless internet service.",Agg,disappoint say servic poor expect pleas note time internet connect bad slow take step ensur consum enjoy flawless internet servic
222,Voice223,Can I know the amount I should pay for the month of Decemeber and November ?,Non,know amount pay month decemeb novemb
223,Voice224,Sometimes we get delay in getting response from your office. Why is it?,Non,sometim get delay get respons offic
224,Voice225,"Actually from today morning, I think for the lightning and the rain, the connection got lost.",Non,actual today morn think lightn rain connect got lost
225,Voice226,"The internet is not working, the SLT fiber, but I don't know, can you tell me what's wrong?",Non,internet work slt fiber know tell wrong
226,Voice227,Staff is not enough to provide good service. More problems due to system issues. Takes a long time to get even a simple thing done.,Agg,staff enough provid good servic problem due system issu take long time get even simpl thing done
227,Voice228,Customer care is good. But technical support takes months. Sucks. Service is good though,Agg,custom care good technic support take month suck servic good though
228,Voice229,"The worst customer service , 4 days no internet or phone, called and ask for Supervisors they say they are busy, no call back . Finally I got hold of 1 supervisor he said I am on leave",Agg,worst custom servic day internet phone call ask supervisor say busi call back final got hold supervisor said leav
229,Voice230, not that efficient I informed them to remove my internet connection and I had to call them several times to get it removed,Agg,effici inform remov internet connect call sever time get remov
230,Voice231,this is the worst service in the world . they don't care about the customers.main web site there is a customer service number.but its useless.they saying' we cannot access your account.we don't know anything .you have to call 1212.what is the point of customer service if they don't have access to our accounts?,Agg,worst servic world care web site custom servic say access know anyth call point custom servic access account
231,Voice232,Can I have details about your Fiber connection?,Non,detail fiber connect
232,Voice233,My Wifi connection and PEO tv stopped working since last night.Could send someone to check this problem.,Non,wifi connect peo stop work sinc last send someon check problem
233,Voice234," never answer for the phone calls. None of the numbers are working and when I asked from customer service number they say that they neither have another way to contact. I regret myself for getting an SLT connection.
",Agg,never answer phone call none number work ask custom servic number say neither anoth way contact regret get slt connect
234,Voice235,"
Service agents are very rude and unfriendly.I am very disappointed.They don't provide solutions for our inquiries",Agg,servic agent rude provid solut inquiri
235,Voice236,your online service 1212 is really dissapointing. Calls are not answered. I called the hotline twice today. Waited online for close to 10 minutes on both calls but no body answered. Why do you call it a hotline !!!! Even the online messenger service is never answered,Agg,onlin servic 1212 realli dissapoint call answer call hotlin twice today wait onlin close minut call bodi answer call hotlin even onlin messeng servic never answer
236,Voice237, I settled my balance today and still didn’t get the confirmation message.can I know the reason?,Non,settl balanc today still get confirm know reason
237,Voice238,I have a loss of signal blinking red lights on my router.,Non,loss signal blink red light router
238,Voice239,Phone number is always busy or not working. Hardly responding to emails. Very poor service.  I'm going to permanently disconnected my land line with Peo tv and internet. Will move to some other loyal service provide,Agg,phone number alway busi work hardli respond email poor servic go perman disconnect land line peo internet move loyal servic provid
239,Voice240,Wifi is not working.We need the technical officer and it is extremely urgent.,Non,wifi need technic offic extrem urgent
240,Voice241,Worst customer service and responding ever. No one is answering the phone or emails.. worst of worst,Agg,worst custom servic respond ever one answer phone email worst worst
241,Voice242,"Phones are not answered,have been waiting for a line to be transferred since February ,and I am still waiting for it.When will you connect me to the required person?",Agg,phone answer wait line transfer sinc februari still wait connect requir person
242,Voice243,Could you please give me a solution to speedup my wifi speed.?,Non,could pleas give solut speedup wifi speed
243,Voice245,I want to add on more data for the entertainmet combo.,Non,want add data entertainmet combo
244,Voice246,"very poor signal from few months ,informed many occasions to customer care and not resolved yet",Non,poor signal month inform mani occas custom care resolv yet
245,Voice247,Why is it so hard to cancel. Tv didn’t work for 4 days and did not respond quickly for the complaints so we cancelled and changed to Dialog. Still they keep sending statements and says we cannot cancel till certain time,Agg,hard cancel work day respond quickli complaint cancel chang dialog still keep send statement say cancel till certain time
246,Voice248,Very poor service. you seek customers money only . Whenever we connect to internet it says No Internet.  Complained over 10 times but not any action taken. Disgusting.,Agg,poor servic seek custom money whenev connect internet say internet complain time action taken disgust
247,Voice249,"Wi-Fi light is not lighting, and then some other lights are not lighting, but the others are lighting.",Non,light light light light other light
248,Voice250,Worst customer service i have ever experienced. I called them more than 5 times and visited 3 times and still no use. Each time they said someone will come home to fix it. But not a single person came or called,Agg,worst custom servic ever experienc call time visit time still use time said someon come home fix singl person came call
249,Voice251,When calling provided number They saying that it is a wrong number. Can’t they update their Contact details?,Agg,call provid number say wrong number updat contact detail
250,Voice252,I called the customer service on 2nd December 2020 at 8.42 on the number which is mentioned on the internet. The  gentleman who answered the phone is very rude and didn’t help me to clarify the issue. Very bad customer service.,Agg,call custom servic 2nd decemb 2020 number mention internet gentleman answer phone rude help clarifi issu bad custom servic
251,Voice253,most useless customer service last 5 day keep trying 1212 number no one is answer the calls,Agg,useless custom servic last day keep tri 1212 number one answer call
252,Voice254,Worst customer service ever. Since three months they couldn't even sort out a simple technical issue. Accountability and professionalism are below average.,Agg,worst custom servic ever sinc three month could even sort simpl technic issu account profession averag
253,Voice255,Worse customer service ever. They should learn how to treat customers. I was pregnant at that time. I came here to represent my mother-in-law with the letter of her. My husband was also unable to come on those days. customer service agent harassed me a lot.,Agg,wors custom servic ever learn treat custom pregnant time came repres letter husband also unabl come day custom servic agent harass lot
254,Voice256,Very poor customer service.Expected a quick service from a tele company which talks more on technology always,Agg,poor custom quick servic tele compani talk technolog alway
255,Voice257,"Terrible service. Impossible to contact via phone as you constantly keep rejecting calls. While getting a connection is easy, will not disconnect services, forcing us to pay bills for services you no longer require",Agg,terribl servic imposs contact via phone constantli keep reject call get connect easi disconnect servic forc pay bill servic longer requir
256,Voice258,Worst service ever and the worst customer care service. They never trying to resolve the problem and always passing the ball to another,Agg,worst servic ever worst custom care servic never tri resolv problem alway pass ball anoth
257,Voice259,"Worst customer service ever. I called them several times to fix my internet connection . No , they never answered any call. Improve your customer service ",Agg,worst custom servic ever call sever time fix internet connect never answer call improv custom servic
258,Voice260, i have been ever seen i was applied to conection now more then one month but still slt not provided me connection and homagama slt phone also not answering,Agg,ever seen appli conect one month still slt provid connect homagama slt phone also answer
259,Voice261,Very poor service telephone is not answer.Noway to contact technical officers.,Agg,poor servic telephon contact technic offic
260,Voice262,Takes forever to get done the simplest task. Employees have no respect for their duty or their clients' time.,Agg,take forev get done simplest task employe respect duti client time
261,Voice263,It's been more than 3 weeks  since my mother requested for a detailed bill for her landline,Agg,week sinc mother request detail bill landlin
262,Voice264,I really disappointed about the service cz all most nearly 2months I requested fiber  connection but still pending.,Agg,realli disappoint servic nearli 2month request fiber connect still pend
263,Voice265,"Hi,will you be able to add 25 more GB to this number im calling right now",Non,abl add number call right
264,Voice266,Can I know the current price of the fiber connection ?,Non,know current price fiber connect
265,Voice267,"i paid 6000 for Peo tv,Router connection and Telephone line but your company didn't provide me any connection ",Agg,paid 6000 peo router connect telephon line compani provid connect
266,Voice268,"You got a customer care no. 1212.... & It's just a number for us to call. I made a complaint 4 days ago, no response at all",Agg,got custom care 1212 number call made complaint day ago respons
267,Voice269,I want to change the address which the monthly bill will be sent ?,Non,want chang address monthli bill sent
268,Voice270,Don't even answer phone calls. Either it keeps ringing or line busy especially during lunch time. Bunch of losers. Pathetic customer support,Agg,even answer phone call either keep ring line busi especi lunch time bunch loser pathet custom support
