mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,aggressiveness
-310.11743,86.26479,28.71187,12.369164,-6.0435505,-13.044975,-6.1054583,-5.9294467,-0.12689057,-6.0294447,-4.1111164,5.778238,6.2246933,1
-272.30682,88.32902,13.669252,5.3988724,-16.344246,1.3300116,-10.833376,-12.685247,4.185109,-12.784161,-0.31284574,-4.651552,2.7285938,1
-301.10608,98.50948,5.2107453,25.931894,-19.881697,-6.2168593,0.33298957,-0.7292634,11.970406,-7.6944985,-1.3896868,-1.8951187,-13.677261,1
-280.33728,86.34662,11.004919,10.503504,-9.064747,5.6355844,-5.0020747,-3.92909,8.582366,-10.609409,-4.0305996,-8.248539,-8.38053,1
-337.52203,118.725655,18.841152,3.903317,-5.4687767,-0.42274684,-3.734852,-2.060136,3.7393906,-5.546919,-3.07986,-2.5403092,-2.6021025,1
-320.27423,108.41502,7.1568594,32.37214,-18.412008,-3.558014,-6.4508786,-7.5307407,10.663362,-9.006435,3.133513,-6.8436146,-6.7654705,1
-322.928,111.8639,5.4821486,27.371105,-11.659229,-9.460489,2.9140446,0.10778334,5.692944,-7.0740404,-0.32405686,-1.8892586,-9.518818,1
-323.99014,102.57528,20.82497,24.653955,-13.554843,-6.1696496,-1.5055728,-3.348183,5.714271,-5.395975,2.0748622,-6.325208,-7.210474,1
-262.88928,110.028984,-18.67991,13.112791,-19.887442,0.62416816,-4.3698735,-6.6787734,13.155506,-8.135328,2.5937238,-5.969497,-9.433879,1
-323.56586,118.42475,7.006816,15.955617,-6.039233,-4.3329587,-7.284363,-2.5093997,9.908261,-6.2285166,1.4513303,-3.9600625,-5.387993,1
-339.26065,122.70348,21.217709,15.315815,-16.942945,-1.3862767,-2.0385892,-6.1901093,7.461158,-4.832221,1.4783695,-3.1418588,-4.4840918,1
-316.4969,111.82041,19.50354,13.444916,-19.734245,1.7632219,-5.651203,-5.5209394,13.407156,-7.9831524,5.7194047,-5.9848742,-10.282456,1
-307.24826,93.941986,13.067965,21.712553,-8.34432,-10.645111,-1.0239558,-0.99048924,5.004447,-6.8330393,-0.31127656,-2.502743,-13.096359,1
-310.0183,89.303276,26.213821,18.431555,-8.419567,-10.9744425,-7.4803395,1.4713174,9.973349,-8.168295,2.1178465,-5.574045,-10.313026,1
-322.0418,104.3277,20.433577,17.73122,-13.259036,3.6493773,-3.9220881,-6.142122,12.038602,-6.537778,1.5325116,-4.011273,-11.4212675,1
-245.25882,76.73729,3.5345469,12.68115,-14.497316,-5.911445,3.050378,-4.918704,-4.56085,-7.9722414,-10.349786,-6.4905252,-7.9025984,1
-245.5352,74.454575,-1.2951444,9.181514,-11.314623,8.794495,-5.7039557,-4.3114753,2.6954083,-12.588707,-7.911752,-8.304532,-4.673909,1
-303.14572,108.04437,-0.31726038,8.562895,-2.3583214,7.3159347,-3.012766,-1.5410215,3.806346,-6.487363,-8.1391115,-2.0709953,-5.0219717,1
-370.51965,121.54698,28.709707,8.719216,0.6086923,1.6880684,-0.69382954,-1.3242751,1.8282248,-0.6373454,-6.8065157,-1.983959,-1.7062801,1
-265.19104,82.838875,7.0916815,17.933498,-12.004557,2.4972055,-3.2719553,-11.843465,0.7752031,-4.8371954,-5.8125424,-7.4604483,-3.894118,1
-304.19604,100.78447,9.209322,13.492657,-1.0087543,-1.6954777,-0.45762375,-3.5035725,-0.37031093,-2.8312378,-5.9116917,-4.507994,-3.9534678,1
-334.12665,102.681595,30.818974,16.41058,-5.3069572,-5.9340644,3.9141345,-6.7334332,-5.102916,-3.2132192,-3.974216,-6.3618946,-5.1066384,1
-319.89075,115.66991,6.07238,2.6434724,1.1074228,7.46163,-1.5704346,-7.647014,-0.058168523,-2.0945535,-2.8506393,-2.9628344,-7.29714,1
-343.82056,116.37882,21.77049,9.634121,0.49384147,-4.3495107,-3.5307791,-4.7883134,-2.1132586,-4.7123036,-4.154161,-2.7882047,-1.5246801,1
-280.6415,104.275536,19.348349,8.475806,-23.655136,-0.35722452,-5.1443567,-13.361523,0.63143915,-7.63104,-2.346109,-3.647236,-2.0595975,1
-307.50278,100.169014,28.241705,4.8360877,-24.404673,4.1677694,4.682377,-7.1536613,-0.1973212,-7.695153,-0.30202478,-2.8378544,-7.854059,1
-259.40836,85.07562,3.7153091,17.623224,-6.6774945,-4.8400836,3.522297,-6.797628,-9.449279,-4.7737517,-8.623205,-10.766742,-5.906731,1
-271.515,73.05854,13.736775,13.35357,-5.841194,-12.689101,1.6779377,-5.092022,-3.9507837,-2.161494,-5.0012574,-1.9115268,-5.5502377,1
-271.65057,86.97319,13.024507,5.375338,-10.784743,2.9254315,-0.5301526,-6.5812607,0.53911847,-5.4872203,-6.477456,-7.0565104,-8.159548,1
-298.76282,98.29214,16.291485,14.08156,-12.417287,-5.5374465,-2.1475396,-2.8695455,-1.5364163,-4.0823627,-6.584332,-2.759385,-8.38143,1
-257.2982,84.1028,5.591399,-1.5597758,-5.2929106,-1.9898872,-5.270645,-3.296932,0.038851857,-3.4848135,-5.354206,-2.508305,-6.5824924,1
-345.5583,109.986664,23.184834,6.8345685,2.7551363,0.09001314,-2.3041334,-0.51587296,3.85009,-1.1123774,-8.500842,-1.5358349,-3.2696602,1
-253.7225,87.31632,-1.8041575,-2.795013,-2.5538907,2.317179,-6.352603,-2.960926,3.8055363,-4.2473207,-5.5098715,-2.51045,-7.200352,1
-257.81854,98.50174,10.9819765,18.288248,-25.285429,-7.59514,-10.842075,-12.952051,4.8633504,-2.9273207,-4.736252,-3.6737442,-1.682204,1
-248.94931,93.535355,-4.238845,12.816342,-12.354626,-9.153439,-2.9854403,-8.591152,-1.9069766,-6.5792513,-7.062981,-4.748619,-7.625363,1
-283.24625,102.137535,16.551113,7.1979427,-14.374523,-10.154083,-6.527251,-8.806259,2.737746,-2.7135096,-4.2158794,-8.25153,-7.234202,1
-281.7016,103.13709,1.9051685,1.9149853,-8.805164,7.437136,-7.8135386,-9.452469,5.162475,-4.245844,-5.4322863,-3.9690707,-3.8306847,1
-255.58531,97.72905,3.5349169,-0.66655463,-10.129957,-0.95495284,-10.55077,-8.865579,2.154427,-9.4604645,-3.468858,-2.1507554,-12.095034,1
-260.9339,94.3298,11.303554,0.797455,-21.240236,3.592728,-5.547851,-10.573817,5.7822833,-8.865163,-0.09263364,-8.753776,-11.833539,1
-253.1314,98.31935,17.055296,-8.801952,-22.292545,0.18983336,-11.372316,-10.917881,1.3624691,-5.811613,-0.7578696,-2.6577675,-4.4348783,1
-285.98727,95.099045,13.145109,16.049438,-6.6479654,-11.607201,-0.96421915,-5.3953533,-4.695419,-0.5205371,-3.999583,-4.8918495,-8.973265,1
-286.38766,86.46892,20.70784,10.725366,-3.8969889,-11.69122,-8.973207,-5.543776,-1.4872419,-4.976607,-3.68179,4.0976934,-3.6522117,1
-279.80325,98.29887,10.07695,-0.751426,-8.659497,2.9475539,-7.912427,-8.790346,2.0476193,-3.6744804,-5.6751018,-4.1338425,-7.359551,1
-194.92717,64.40658,-8.905605,6.6098742,-24.139896,-6.6341176,-1.3310966,-3.5470698,-0.17084827,-3.454882,-1.8936467,-8.838535,-12.591597,1
-215.68338,62.362064,-4.057138,6.636544,-13.751747,-0.3723323,-2.9932525,-9.244068,-1.5999633,-7.2982345,-5.2674623,-0.909893,6.8278346,1
-323.52823,98.59714,15.699797,10.711771,-11.609744,2.6848588,-2.2575738,-3.7877667,4.8868647,1.2208418,-4.7783036,-7.182746,-1.742271,1
-294.25876,86.45811,13.06839,8.548444,-12.816991,2.5004992,-2.020983,-6.7045326,3.3157027,-0.14163086,-5.1154356,-8.571026,-8.936522,1
-224.99323,87.580986,4.2839513,10.5087185,-29.17739,-9.543757,-8.022907,-11.629493,0.17373493,-1.4836055,-3.6364655,-13.3939905,-4.0292134,1
-223.92738,75.65275,-6.070634,14.2772665,-18.1096,-7.6258264,-5.5322976,-5.1566596,-2.452239,-5.2320666,1.6128796,-2.0830219,-2.0871937,1
-273.13446,90.58049,15.515782,6.390076,-23.574295,-7.591297,-0.2879351,-3.371564,-1.4623013,-3.385793,1.9334974,-6.9839535,-4.559423,1
-253.32455,92.03449,-3.2354038,-0.31044725,-18.124376,8.971968,-3.8971944,-9.452663,1.6136148,-6.29191,1.3595142,-6.0294433,-5.605534,1
-257.83337,99.037285,2.4762478,2.3355262,-13.839571,-6.093324,-5.873903,-6.526829,0.65521395,-4.661279,-4.7272773,-8.252542,-5.241739,1
-225.1545,87.42981,4.328785,-1.7312679,-27.83964,-1.6565866,-7.787651,-13.237352,-0.6911686,-4.733692,-0.6620752,-12.114225,-10.349068,1
-250.48161,82.22403,21.992727,5.7901015,-34.173203,-2.5916607,-3.7363148,-9.406702,1.856148,-4.5434637,2.533879,-6.606395,-7.615549,1
-266.34586,81.38733,8.146002,14.481246,-12.01329,-8.698116,-3.2190971,-5.626597,-3.917608,-2.8077533,-3.0377471,-8.5012665,-8.451044,1
-254.5572,73.6688,13.877213,5.881,-13.309131,-13.962111,-3.0846307,-2.3955245,-2.8513136,-5.7680597,-2.9992774,-2.4720466,-4.532732,1
-226.88533,68.511185,5.8739414,7.5094776,-19.280382,-7.0402546,-2.5771527,-9.742739,2.9504573,1.0655324,2.2461624,-5.9483867,-8.816506,1
-250.24655,84.93372,2.130498,13.520612,-27.878647,-3.2548385,-3.8846447,-2.4864023,-3.751783,-2.3123374,-0.5300333,-10.7529,-11.094392,1
-230.71666,67.87678,-5.3040857,6.8668365,-14.337,0.14006597,-2.1321185,-2.5413175,-3.090961,-7.778358,-3.5746465,0.043044634,-0.65582687,1
-320.29456,109.662094,8.357939,5.712757,-7.613836,-3.7829924,-1.3176304,4.040235,0.1672015,-4.073756,-4.7865763,-2.5649912,-4.2669907,1
-255.42062,94.48325,-3.6073916,28.818739,-32.342766,-1.9707474,-8.864252,-9.530174,2.6831484,-4.3642526,-3.2791662,-7.2340026,-8.788571,1
-234.91963,103.73715,-16.17065,11.68679,-25.36665,-5.165535,-2.3118029,-1.0062876,-5.322896,-5.9812164,-2.4049704,-7.493188,-2.9629562,1
-286.81274,107.119865,17.31221,4.846074,-22.911753,-9.813121,-0.4392964,-2.3839684,-5.3326893,-5.6277575,-3.5936587,-3.5562468,-0.6033946,1
-224.91167,97.615456,-29.335388,5.8963256,-22.039911,1.2936845,-8.758935,-4.2892528,-0.7300181,-6.8958564,-7.006262,-6.767528,-3.5952992,1
-271.78592,100.68686,-4.3189025,14.283135,-16.153645,-7.699677,-5.064267,3.1107605,-2.9573545,-5.5325694,0.84441483,-4.296569,-6.199818,1
-288.91513,116.42611,6.7920976,5.928401,-27.635235,5.568665,-8.808834,-10.153017,0.72264844,-6.392361,-3.8487165,-1.6145427,-4.040057,1
-242.98355,99.91533,-1.304806,-8.018643,-34.634422,3.730258,-1.6006484,-4.8614044,-2.2186193,-6.9108095,-7.590866,-7.8123264,-6.780234,1
-286.6985,85.43802,10.815308,16.52433,-10.511077,-5.011347,3.5047069,-7.435795,-4.607637,-2.5639188,-3.1457705,-1.7859476,-10.495796,1
-305.85855,81.70496,26.646297,6.84479,-4.701808,-7.78179,0.034502834,0.38004398,-2.632561,-5.4611573,-5.657037,0.21051493,-4.121701,1
-260.84473,92.696465,2.6985736,8.071157,-18.683561,0.1960017,-7.6265655,-4.333451,-0.05752461,-3.6818676,-3.2245002,-6.872781,-8.417141,1
-306.4329,97.365746,16.672943,21.460733,-15.91944,-4.6209235,2.7754507,-4.8847957,-0.69794667,-7.4430413,-5.685273,-8.111025,-1.4404064,1
-216.16988,70.25074,-9.517982,-1.1295938,-13.380211,2.8654833,-3.7887113,-9.593943,0.16679408,-9.44382,6.480967,17.101887,7.5464263,1
-332.63742,109.28589,14.879214,10.230657,-1.0786799,-2.8732798,0.45544878,1.2963163,3.7478266,-0.52236086,-10.294566,-2.9604216,-3.3994737,1
-354.78406,117.10014,24.995487,10.378252,-0.18328546,-2.57243,2.0556617,-1.6531768,-1.3690449,-6.6350083,-11.522089,-2.658702,-0.11350489,1
-285.16965,118.15011,0.5465573,25.449638,-25.300434,-7.870549,-2.9121535,-8.588239,5.9839334,-8.824981,-9.22286,-10.910801,-1.6700175,1
-280.68607,108.58992,-2.566811,15.568895,-13.655825,-6.313801,0.02826786,-4.325264,2.447603,-6.50833,-9.234637,-6.39013,-4.689329,1
-315.16614,109.744576,26.927155,11.711344,-13.011087,-10.107522,3.3278933,-1.2880774,-1.3925326,-4.0814466,-10.408108,-8.699904,-6.5984025,1
-301.60797,114.123535,0.84014606,11.493694,-11.934503,6.00102,1.1011423,-6.1253257,2.5656893,-10.906374,-5.2965517,-7.577484,-0.7177022,1
-292.30325,115.37955,5.9269967,9.505316,-7.957908,-9.577332,0.12954912,-3.2521098,2.3119183,-6.796833,-11.472998,-8.82883,-5.633241,1
-308.57135,119.867584,16.07252,8.940267,-17.697168,-3.841331,-0.76965743,-7.03811,1.0940721,-7.324993,-6.5503445,-9.886518,-6.1936927,1
-294.37384,114.404854,20.071405,1.5878323,-26.28809,-1.714777,-0.8750094,-2.909457,3.8733697,-7.601306,-3.0516741,-11.8337755,-12.09368,1
-319.30435,106.2924,20.194313,16.443102,-4.067486,-6.873286,5.098348,-3.2852502,-3.2496464,-4.3163877,-7.5413156,-5.5387983,-7.1701517,1
-308.00134,88.31386,30.1168,10.297696,-5.3977895,-11.179579,1.7942238,0.8030154,2.9907687,-4.5769897,-9.420646,-9.723726,-8.815462,1
-291.74686,101.708565,16.688534,10.181665,-14.096666,0.2714022,0.10090414,-7.687219,4.681745,-10.494043,-7.885023,-10.828169,-4.654565,1
-280.26697,90.70556,9.679223,12.50727,-13.476242,-3.768497,-3.0490832,-0.05179649,-6.6399126,0.06522756,-11.039145,-6.268574,-8.513827,1
-166.89337,38.075794,-21.349073,0.7838817,-10.810049,3.5533752,-11.920161,-11.555315,0.24109545,5.379904,10.921184,15.242858,1.3628359,1
-312.70016,97.768585,7.8571696,6.300697,-2.6660206,3.6271565,-3.3727202,-3.812037,4.435491,-0.51734203,-13.017631,-9.59847,-12.216951,1
-358.52173,120.41341,29.562372,17.592922,-7.996167,-2.1422305,-0.80714947,-8.360608,-2.4493856,-3.2077456,-7.883595,-2.8072653,-0.69112086,1
-313.66196,109.30588,9.512772,11.712414,-11.4374,-0.43474025,-2.6619136,-4.430537,-5.3128676,-3.893541,-8.134055,-4.3894696,-4.113729,1
-328.5181,110.474724,25.965332,9.042389,-11.574153,-6.042744,-0.7350264,-5.0277,-3.0882978,-0.87253153,-6.161912,-0.31377244,-3.8400505,1
-269.66025,107.23369,-11.251554,2.5282092,-17.938614,12.384159,-12.561678,-4.927037,-2.4859352,1.2913401,-11.252366,-9.723499,-9.986462,1
-336.26785,110.5108,18.61872,8.516259,-1.1402155,-1.6589543,-3.8926682,-3.425399,-3.077671,-5.327893,-5.8050194,-1.9618199,-3.059003,1
-302.25946,113.77505,17.65188,1.1969813,-17.575655,-0.44012392,-5.0258603,-7.779817,-3.4390817,-2.065519,-6.591738,-6.5380936,-3.321687,1
-310.62228,105.640816,27.836866,-0.63558906,-18.573704,1.3900508,-1.6481777,-5.806238,-1.5313988,-5.1986322,-5.9138584,-2.3931584,-5.066211,1
-314.7227,103.88319,13.279707,14.584242,-2.9733572,-6.1754103,1.7018472,-3.3481195,-3.158702,-1.4561661,-7.9180007,-0.9815791,-4.14218,1
-290.8081,78.41848,15.044968,3.7361104,-2.1403208,-8.392137,-1.1772183,-4.8134108,-1.1742569,1.998877,-0.58950704,3.4181411,-2.6899765,1
-278.1568,98.32652,7.648449,-1.4470495,-12.133984,2.392674,-7.580737,-7.8980703,-0.38890064,-1.8052808,-8.099685,-1.1558996,-6.031972,1
-255.38156,85.967865,14.514011,13.82202,-24.615025,-12.177626,-6.1713276,-5.7825627,4.253951,-3.9180107,-1.2794982,-3.0998907,-7.871296,1
-216.68959,58.90767,-3.8719788,6.6605844,-14.2492,-1.6691548,-8.433699,-12.1114435,1.3173139,-8.333779,0.14839146,5.899063,2.14161,1
-256.4481,85.85812,-1.2516444,8.093506,-14.724051,-5.4549503,-12.652597,-2.8681128,9.454565,-10.26467,-0.7442572,-3.743724,-4.5417647,1
-249.22636,68.02718,7.233844,9.906775,-12.05645,-2.993047,-13.810113,-6.3484855,10.143877,-6.7425804,-2.318939,-2.0482326,-7.591737,1
-239.348,91.79783,8.596042,12.783587,-26.078314,-5.3810463,-21.400105,-16.779898,9.96958,-8.156715,0.85212356,-3.8629553,-1.0428345,1
-307.96326,106.51757,12.596738,14.322946,-3.9443767,-11.624742,-7.2430534,-3.519609,0.3309547,-6.531228,-2.0299387,-2.7608404,-7.3489275,1
-289.78644,94.50897,19.450666,13.962247,-12.082966,-9.514217,-9.483064,-7.5859323,1.0451531,-7.8801727,1.4924939,-2.594731,-8.312352,1
-256.07,99.211525,-2.3354924,1.7353989,-13.112956,1.041987,-16.991673,-13.462851,12.412698,-6.6899643,1.1662778,-2.670712,-9.750232,1
-286.631,104.24779,9.132268,9.198312,-8.0416565,-8.191894,-13.351656,-5.2920136,5.8562846,-9.281873,0.15227722,-2.8914149,-6.754549,1
-292.9211,108.80477,20.338947,6.3531876,-18.672775,-3.182515,-11.333199,-12.405578,5.2874403,-8.271076,1.053905,-7.0931683,-7.105968,1
-262.49835,107.628296,15.055517,3.7151396,-24.147501,-5.3707294,-14.001056,-14.831301,6.9147105,-7.953407,2.3530207,-8.208309,-6.90717,1
-291.63882,85.569855,20.173912,17.770424,-14.049746,-7.8942924,-2.769288,-2.168146,-1.420993,-3.547618,-0.42780912,-4.5986485,-4.620369,1
-277.02023,72.777466,23.33707,15.334669,-11.267399,-18.10352,-9.023142,-6.997489,2.6264021,-3.6227357,-2.6318083,-3.762226,-12.648353,1
-245.79367,81.51314,10.021978,7.203301,-14.713996,-10.232602,-14.108505,-12.112054,7.3322306,-6.8817544,1.5542976,-1.8277206,-11.887562,1
-292.11206,92.08187,13.24215,8.251607,-9.276579,-3.1285791,0.058402747,-2.1678433,0.0623306,-3.1957204,-3.3286138,-8.715605,-12.166535,1
-177.71848,50.11741,-28.106703,-3.751307,-13.984172,5.3376427,-3.5310655,-5.3124557,0.06760201,2.5483122,8.707999,13.686929,-6.9818807,1
-263.9765,77.743355,0.7595336,-0.5906679,-5.8403563,5.464954,-3.4504895,-5.6591263,0.7774137,-3.6197984,-6.6609964,-7.9955873,-7.7727504,1
-313.83514,96.37495,11.76122,17.783714,-7.1948743,-0.43799934,-3.7110782,-9.266007,1.593866,-2.7117326,-7.6839213,-1.8311547,-5.69572,1
-262.80234,91.17506,0.88430965,5.1471972,-10.363499,-5.36472,-1.2126424,-1.6311986,-4.8012857,-3.1556616,-7.7805643,-4.769939,-6.6965675,1
-330.66766,106.00856,23.318256,7.439821,-6.7760696,-1.1945587,2.4506195,-4.7583866,2.0167792,1.2144448,-5.3019996,-2.8515804,-6.6339784,1
-236.12138,87.24856,-11.446834,-5.724212,-11.118503,4.7420583,-2.7393236,-9.919534,1.4608444,-0.37619814,-3.652168,-3.7694588,-11.009017,1
-221.53757,89.38766,-14.831691,-4.8541822,-3.671468,-6.761511,-6.172632,-3.6469767,-6.254558,-5.553631,-9.188193,-3.4825056,-11.780844,1
-291.36224,113.0348,15.21277,-4.3178253,-15.169206,-0.5895108,-2.2855766,-9.76548,-0.16497329,-0.40565768,-3.4538567,-3.6729593,-6.4823475,1
-250.09567,85.03023,6.0896463,-10.231619,-18.698643,1.7359122,1.893774,-2.766905,1.349032,-4.0231457,-10.859522,-8.481209,-7.4923706,1
-314.45663,96.81705,7.310192,11.192621,0.8954136,-1.8040882,2.8648865,-1.3165138,-3.8023682,-1.2050173,-5.864904,-5.263327,-9.930336,1
-255.25456,72.43562,12.280024,4.012048,-9.731082,-7.4907165,-0.9335301,1.4819666,0.75157756,-4.29538,-3.8034115,-7.4540563,-8.671936,1
-254.54602,80.5914,4.3908706,1.3335252,-9.715114,-2.0214903,-0.13816626,-6.2032447,1.427365,0.38351697,-5.4736457,-5.0927067,-15.052862,1
-300.1592,94.40347,20.697783,20.160337,-16.72047,-4.8225803,0.4226904,-7.982153,2.0743752,-1.3164262,-4.352473,-0.5648147,-3.79671,1
-224.52977,78.05542,-11.942966,-3.156765,-7.5403576,0.6631955,-3.281084,-3.1661437,7.023101,-3.4718635,-13.186583,-3.2168727,-5.690282,1
-312.25244,110.395935,5.502987,2.3638952,0.03370428,-0.73717976,-1.9759732,-6.0820484,6.501469,-3.993231,-9.922829,1.4377823,-3.656312,1
-309.5102,111.988914,10.901896,15.491415,-11.062335,-2.5115938,-0.5711009,-16.430866,3.5392375,-2.9033859,-7.4583817,1.3762248,-2.2681382,1
-287.7208,104.658676,-3.59061,11.505476,-3.481641,-6.645837,0.8046948,-9.149269,-0.07241988,-7.5501823,-7.813793,3.0723953,-4.312334,1
-286.43893,98.045,8.291042,8.443182,-10.442088,-7.2188687,-0.34979624,-7.5289216,1.3746248,-5.2382207,-6.7355123,0.49924734,-4.3321805,1
-262.26907,115.27674,-22.460508,-3.815829,-4.090773,1.2653878,-3.0070748,-14.932166,8.420839,-1.9011511,-12.708159,3.0301294,-6.839677,1
-292.89352,113.19931,-2.3752296,7.092406,-1.5819813,-3.6507287,-3.9699771,-12.318275,3.8452718,-1.6799812,-7.378731,3.2084177,-3.2143269,1
-294.071,111.791885,11.540308,4.32651,-18.970583,-0.5061933,3.305608,-16.579,0.9295613,-3.3176312,-5.895433,-2.523135,-2.7231188,1
-234.21628,94.540474,9.525763,-5.347921,-32.709553,-1.734567,7.3644915,-16.267023,-1.1591831,-2.4420047,-8.992904,5.9109473,-11.923764,1
-298.07156,97.49436,9.98559,16.759497,-10.471736,-7.5049124,6.976669,-7.167359,-3.8714108,-5.682035,-7.1492715,-3.38181,-6.217078,1
-280.31064,77.50352,23.902712,16.277723,-11.523657,-12.336633,-5.8443475,-8.708418,4.0718393,-2.2469456,-3.1790323,1.8443375,-5.214637,1
-307.48663,108.03241,9.399044,7.7617555,-6.2516084,-0.7500948,-3.3049908,-12.333829,6.4786043,-3.363866,-5.0053763,1.6064869,-5.9558816,1
-270.4793,84.21247,10.570204,12.226693,-16.294806,-3.0130818,0.3940006,0.08274127,-5.1648173,-2.1758075,-0.48267344,-8.352607,-6.482829,1
-155.51022,59.494892,-29.091413,-7.8465204,-4.7518754,-4.5167727,-10.602745,-6.9581647,-1.1418885,-2.3506541,5.5503025,12.528144,2.881376,1
-309.3905,105.838394,1.9516376,0.4111791,4.2892795,6.371981,-1.381218,-8.140372,5.8562684,2.0071495,-6.154767,-5.094505,-3.9769106,1
-271.7638,96.95337,-6.913483,-4.0434775,0.747573,1.8450395,-3.8942895,-6.1031895,4.4763355,0.8176962,-7.779359,-5.220588,-3.0134704,1
-295.88602,100.56858,10.270207,18.580662,-13.292128,4.1301026,-1.217057,-8.882989,-4.8216686,0.63531405,-6.8281302,-9.739735,-1.1250886,1
-312.11682,106.615135,6.7617984,11.193949,-0.74681455,-4.2735353,2.1852343,0.7120901,0.6207143,-3.0886269,-4.1304975,-10.295386,-2.9819903,1
-308.64307,103.70619,20.837263,5.18781,-3.8584123,-4.8497796,1.0058942,-5.046707,-2.1283562,-2.8888743,-0.62294304,-4.229323,-4.5740585,1
-265.40176,106.54383,-17.603613,-3.7190504,-1.7733307,9.668475,-4.5787287,-10.602463,0.7770813,1.5106285,-1.57405,-6.7057757,-3.5865476,1
-312.87976,118.51698,6.4136257,-0.79794776,1.6282556,2.8578427,-2.552991,-10.194059,2.8345442,-2.8525412,-3.4989903,-6.3827314,-4.904006,1
-265.93463,94.48421,8.2466135,0.85034925,-17.520384,3.7733083,-3.5382528,-10.328452,0.31516144,1.6250108,-0.4525659,-6.314082,-8.546478,1
-276.60202,109.601654,9.480671,-10.267432,-19.106745,-1.2048792,2.6507506,-11.809095,0.33628187,-5.014441,-4.02191,-4.118329,-10.137754,1
-328.4525,100.87271,11.184737,14.578973,7.996066,-5.8092465,2.9728074,3.6631289,-4.4829564,-1.054668,-2.070382,-4.2330174,-3.614653,1
-249.02205,65.77778,15.79221,3.4049346,-9.542889,-5.1955833,0.9401285,-5.0445795,1.8052262,-4.1905594,-5.2165017,-1.7308176,-0.81619287,1
-246.54234,87.531876,4.039165,-4.7455745,-13.214627,2.5406306,0.28901505,-7.8749166,1.9478086,-3.2692153,-3.0914586,-6.3535647,-11.274687,1
-301.30624,97.54032,6.3440194,26.693003,-28.553747,-6.741238,-0.8260823,-3.3228214,0.34449488,2.5506804,1.2160791,-3.7885425,-11.838147,1
-269.83636,80.31705,-0.16110611,13.721335,-10.505364,3.6561232,-4.4178853,-2.9861383,8.078712,-5.8721213,2.018283,3.7639062,-3.8803663,1
-342.99704,115.69774,7.206024,8.814243,2.7115822,2.1020038,-2.113492,1.1913744,5.619793,-11.0257225,-3.406489,-0.9731567,-1.709946,1
-333.95215,119.85319,5.161227,8.488455,-5.5648394,6.356591,-2.8651724,-0.25727737,11.219718,-1.5877081,-6.0276756,-3.712417,-7.902869,1
-293.303,107.10288,5.3845725,17.907782,-24.831299,3.0871973,-8.968647,-14.178394,4.5102367,-6.0003915,-6.0788407,-4.651143,-3.4080698,1
-307.7966,102.803925,4.5825,21.775753,-16.684029,-2.1128826,-3.2648063,-4.5450764,1.589165,-1.6661645,-3.2955213,-5.0780272,-6.873905,1
-321.16357,110.518234,8.957572,14.739923,-15.466411,-5.673154,0.03173646,-1.7895539,2.6727912,-1.0020015,0.73446447,-3.7969162,-7.848819,1
-255.93504,104.09155,-27.083254,3.5284128,-14.403735,16.253939,-9.834084,-15.021097,10.842328,-1.4071091,-3.5775383,-1.7929331,-13.835842,1
-320.99475,110.45501,5.081976,14.766704,-8.420494,-6.1524014,-8.140249,-3.568223,6.010286,-2.664803,-0.53119606,-0.76091206,-3.109603,1
-323.3364,119.3598,14.868895,10.6199045,-22.88801,0.49579525,-4.456647,-8.6158,8.286828,1.6301517,-5.3030252,-7.7161646,-10.656725,1
-283.41443,105.47489,5.5740094,-3.40074,-27.970337,8.193132,-4.260568,-5.7771306,-1.762731,-11.425438,0.6860652,-1.1902401,-8.833662,1
-313.0458,88.6247,15.740365,19.055468,-6.271468,-3.711283,0.92101467,-3.112791,-0.53550446,-4.184691,1.8172438,-2.669673,-6.756639,1
-313.51056,83.2089,26.515495,11.960915,-9.040151,-8.67225,-4.0591807,-0.31397456,5.251032,-5.000939,-5.2053313,-6.952213,-13.497294,1
-259.92172,87.617195,9.732281,0.45815414,-25.055975,1.8890733,-1.5014985,-8.040654,2.4978786,-11.01972,-4.0017858,-3.0222888,-13.606213,1
-331.24655,107.018555,20.276505,21.00517,-8.399415,-4.920015,-1.15919,1.4736477,3.814154,-7.0560927,-7.9955864,-1.618183,-8.913381,1
-219.45644,75.18995,-7.054899,-0.8054807,-10.601971,1.7482257,-6.386937,-8.764973,8.180362,-13.019882,-9.011821,2.8701117,1.9093876,1
-328.23093,122.813286,7.827567,4.629823,-1.4718548,-0.47153795,-4.058832,-1.8091226,6.7668633,-4.464779,-11.52658,-0.76236135,-3.6190221,1
-274.137,99.887436,-7.3120265,6.769383,-3.5080724,3.2028491,-5.7420373,-6.7899575,9.89437,-17.090302,-13.167831,1.442274,4.2021294,1
-255.42105,84.58018,10.557306,13.678262,-20.597342,-5.1374917,-6.576107,-12.8376875,0.951549,-7.861964,-8.654011,1.1015913,5.6862335,1
-292.17474,108.69525,2.695122,15.79566,-11.453446,-7.437844,-3.1332347,-0.16521604,1.9783903,-9.747794,-9.925542,2.6175168,-7.332968,1
-327.5558,110.75559,23.30222,16.902243,-9.751306,-7.748509,-0.48880973,-4.5191116,0.11741769,-3.468826,-5.250119,-0.918078,-4.2157736,1
