,VoiceClip_No,TextTranscripts,label,processed_content
194,Voice195,"I changed houses from Mirihana to Mt.Lavinia on 23rd Apr. Requested telecom to reconnect the phone line to No.140/50, Kalapura, Templers Road, Mt.Lavinia where I m putting up at the moment. They Informed me that it will take max 2weeks. and this is the 6th week . Nothing happening. No TV,  phone, WiFi. Children are missing online lessons etc .  What is wrong with Telecom ?",Agg,changed houses mirihana 23rd requested telecom reconnect phone line templers putting informed take max 6th week nothing children missing online lessons etc wrong telecom
195,Voice196,"This is one of the useless  companies in Sri Lanka.Yesterday they installed fiber optic facility to my house.
Since then my TV Telephone, Wifi all out.I have informed and given more than 10  15 call to them. But it’s sad to note so far no connection is given",Agg,one useless companies sri installed fiber optic facility since wifi informed given call sad note far connection given
196,Voice197,Slt used to be the best service provider in telecommunication but now u are robbing people by unwanted subscription fees,Agg,slt used best service provider telecommunication robbing people unwanted subscription fees
197,Voice198,Contact no. 1212 is useless service. Your automated chat service is horrible,Agg,contact 1212 useless automated chat service horrible
198,Voice199,My line was disconnected due to arrears payment and I paid the full amount. Can you reconnected my line ? ,Non,line disconnected due arrears payment paid full reconnected line
199,Voice200,"Worst Customer Service ever!! The people working in the call center are lazy, careless and absolutely ignorant. Unprofessional staff, useless regional manager ",Agg,worst customer service people working call center careless absolutely unprofessional useless regional manager
200,Voice201,Can I change packages anytime using the App?,Non,change packages anytime using
201,Voice202,"Is it not possibly a disconnection due to loss of payments? Because I made the late payments, I only made a payment yesterday.",Non,possibly disconnection due loss made late made payment
202,Voice203,I just want to know whether you have any other router models.,Non,want know whether router
203,Voice204,Wi-Fi doesn't work. Always we have to reconnect and connect.Whats the issue ?,Non,always reconnect issue
204,Voice205,The absolute worst service I've encountered anywhere. You SLT will just take our money and give us headaches,Agg,absolute worst service encountered slt take money give headaches
205,Voice206,"I ordered a new connection from Maradana branch and it's been 3 days since the promised delivery date. Does not work on time. Does not answer phone calls. Very rude, unprofessional and useless customer care service",Agg,ordered new connection maradana branch days since promised delivery work answer phone unprofessional useless customer care service
206,Voice207,No one responds as appropriate or take any action for any complaints or faults,Agg,one responds appropriate take action complaints faults
207,Voice208,Really very good services given by SLT maradana branch .I went and got my work done quickly. ,Non,really good services given slt maradana branch went got work done
208,Voice209,Gampha branch office never picked up when I called them so I had to go down there in person but they still didn't resolve my problem,Agg,gampha branch office never picked called person still resolve problem
209,Voice210,I have been charged for internet in peo tv all of a sudden for which we never agreed. Neither do we have a router for it. Neither do we see any connection,Agg,charged internet peo sudden never neither router neither see connection
210,Voice211,I had a Worst service from customer care unit. Even they are not listening our complaint. they wasting our time,Agg,worst service customer care even listening wasting time
211,Voice212,"Waiting for the fiber-optic line since September almost 3 months. Very bad customer service,When will we get our connection?",Non,waiting line since september almost bad customer get
212,Voice213,Worst experience ever. Since 3 days wifi is not working. Really disappointed. They said repair is on going but it was 3 days now. Still no action taken. Frustrated. Very bad service,Agg,worst experience since days wifi really said repair going days still action bad service
213,Voice214,"Extremely slow internet service. Terrible customer service/attitude towards customers, coupled with poor technical support",Agg,extremely slow internet terrible customer towards coupled poor technical support
214,Voice215,I have tried to contact 1212  for the last one week. Why isnt this place privatised. We are just paying bills. no service. not even a call when complaints are made.,Agg,tried contact 1212 last one isnt place paying even call complaints
215,Voice216,Peo TV sports channels are not working. Why is that ?,Non,peo sports channels
216,Voice217,"Worst customer service provided by the agent. I called the contact number of agent in Kotte branch given by Maharagama branch, to make a compliant since there is no response for my refund request made on 21st November 2023 (today is 8th January 2024). When I informed that I have made a request for a refund and still it has not been sorted.",Agg,worst customer service provided called contact number agent kotte branch given maharagama make compliant since response refund request made 21st november 2023 8th january informed made request refund still
217,Voice218,"My new fibre line connected but not with the numbers I paid for. Tried several times to contact the agent, but failed. My business suffers due to the worst service provided by SLT",Agg,new fibre line connected numbers paid tried several times contact business suffers due worst service provided slt
218,Voice219,I am extremely disappointed with the service. Installation staff were excellent and assured me that the fibre connection internet facility will be provided in 1 hour. Its taken almost 24 hours and the internet connection has not been restored!,Agg,extremely disappointed installation staff excellent assured fibre connection internet facility provided taken almost hours internet connection
219,Voice220,"I called  to express my utter frustration and disappointment with the quality of your internet service. Despite paying for your service on time, we are experiencing yet another interruption in our WiFi connection. This is the second time today that our internet has gone down, and it has happened more than five times this week alone",Agg,called express utter frustration disappointment quality internet despite paying service experiencing yet another interruption wifi second time today internet gone happened five times week alone
220,Voice221,I am very disappointed to say that there is no response to your phone and there is no responsible officer to file any complaint. I asked 1212 about this and even they couldn’t provide me proper details,Agg,disappointed say response phone responsible officer file asked 1212 even provide proper details
221,Voice222,"I am very disappointed to say that your services are very poor than expected. Please note, all the time the internet connection was bad and SLOW.
You should take steps to ensure that the consumers enjoy flawless internet service.",Agg,disappointed say services poor please time internet connection bad take steps ensure consumers enjoy flawless internet
222,Voice223,Can I know the amount I should pay for the month of Decemeber and November ?,Non,know amount pay month decemeber november
223,Voice224,Sometimes we get delay in getting response from your office. Why is it?,Non,sometimes get delay getting response
224,Voice225,"Actually from today morning, I think for the lightning and the rain, the connection got lost.",Non,actually today think lightning connection got
225,Voice226,"The internet is not working, the SLT fiber, but I don't know, can you tell me what's wrong?",Non,internet slt tell
226,Voice227,Staff is not enough to provide good service. More problems due to system issues. Takes a long time to get even a simple thing done.,Agg,staff enough provide good problems due system takes long time get even simple thing
227,Voice228,Customer care is good. But technical support takes months. Sucks. Service is good though,Agg,customer care technical support takes service good though
228,Voice229,"The worst customer service , 4 days no internet or phone, called and ask for Supervisors they say they are busy, no call back . Finally I got hold of 1 supervisor he said I am on leave",Agg,worst customer service days internet called ask supervisors say call back finally got hold supervisor said leave
229,Voice230, not that efficient I informed them to remove my internet connection and I had to call them several times to get it removed,Agg,efficient informed remove internet connection call several times get removed
230,Voice231,this is the worst service in the world . they don't care about the customers.main web site there is a customer service number.but its useless.they saying' we cannot access your account.we don't know anything .you have to call 1212.what is the point of customer service if they don't have access to our accounts?,Agg,worst service world care web site customer service cannot access know anything call point customer service access
231,Voice232,Can I have details about your Fiber connection?,Non,details fiber
232,Voice233,My Wifi connection and PEO tv stopped working since last night.Could send someone to check this problem.,Non,wifi connection peo stopped working since last send someone check
233,Voice234," never answer for the phone calls. None of the numbers are working and when I asked from customer service number they say that they neither have another way to contact. I regret myself for getting an SLT connection.
",Agg,never answer phone none numbers working asked customer service number say neither another way regret getting slt
234,Voice235,"
Service agents are very rude and unfriendly.I am very disappointed.They don't provide solutions for our inquiries",Agg,service agents rude provide solutions inquiries
235,Voice236,your online service 1212 is really dissapointing. Calls are not answered. I called the hotline twice today. Waited online for close to 10 minutes on both calls but no body answered. Why do you call it a hotline !!!! Even the online messenger service is never answered,Agg,online service 1212 really calls called hotline twice waited online close minutes calls body call hotline even online messenger service never answered
236,Voice237, I settled my balance today and still didn’t get the confirmation message.can I know the reason?,Non,settled balance today still get confirmation know
237,Voice238,I have a loss of signal blinking red lights on my router.,Non,loss signal blinking red lights
238,Voice239,Phone number is always busy or not working. Hardly responding to emails. Very poor service.  I'm going to permanently disconnected my land line with Peo tv and internet. Will move to some other loyal service provide,Agg,phone number always busy hardly responding poor going permanently disconnected land line peo move loyal service provide
239,Voice240,Wifi is not working.We need the technical officer and it is extremely urgent.,Non,wifi need technical officer extremely
240,Voice241,Worst customer service and responding ever. No one is answering the phone or emails.. worst of worst,Agg,worst customer service responding one answering phone worst worst
241,Voice242,"Phones are not answered,have been waiting for a line to be transferred since February ,and I am still waiting for it.When will you connect me to the required person?",Agg,phones waiting line transferred since february still waiting connect required
242,Voice243,Could you please give me a solution to speedup my wifi speed.?,Non,could please give solution speedup wifi
243,Voice245,I want to add on more data for the entertainmet combo.,Non,want add data entertainmet
244,Voice246,"very poor signal from few months ,informed many occasions to customer care and not resolved yet",Non,poor signal months many occasions customer care resolved yet
245,Voice247,Why is it so hard to cancel. Tv didn’t work for 4 days and did not respond quickly for the complaints so we cancelled and changed to Dialog. Still they keep sending statements and says we cannot cancel till certain time,Agg,hard work days respond quickly complaints cancelled changed still keep sending statements says cannot cancel till certain time
246,Voice248,Very poor service. you seek customers money only . Whenever we connect to internet it says No Internet.  Complained over 10 times but not any action taken. Disgusting.,Agg,poor seek customers money whenever connect internet says complained times action
247,Voice249,"Wi-Fi light is not lighting, and then some other lights are not lighting, but the others are lighting.",Non,light lights others
248,Voice250,Worst customer service i have ever experienced. I called them more than 5 times and visited 3 times and still no use. Each time they said someone will come home to fix it. But not a single person came or called,Agg,worst customer service ever called times visited times still time said someone come home fix single person came called
249,Voice251,When calling provided number They saying that it is a wrong number. Can’t they update their Contact details?,Agg,calling provided number saying wrong update contact
250,Voice252,I called the customer service on 2nd December 2020 at 8.42 on the number which is mentioned on the internet. The  gentleman who answered the phone is very rude and didn’t help me to clarify the issue. Very bad customer service.,Agg,called customer service 2nd december 2020 number mentioned gentleman answered phone rude help clarify bad customer
251,Voice253,most useless customer service last 5 day keep trying 1212 number no one is answer the calls,Agg,useless customer service last day keep trying 1212 number one answer calls
252,Voice254,Worst customer service ever. Since three months they couldn't even sort out a simple technical issue. Accountability and professionalism are below average.,Agg,worst customer service since three months even sort simple technical accountability professionalism
253,Voice255,Worse customer service ever. They should learn how to treat customers. I was pregnant at that time. I came here to represent my mother-in-law with the letter of her. My husband was also unable to come on those days. customer service agent harassed me a lot.,Agg,worse customer service learn treat pregnant came represent letter husband also unable come customer service agent harassed
254,Voice256,Very poor customer service.Expected a quick service from a tele company which talks more on technology always,Agg,poor customer quick service tele company talks technology always
255,Voice257,"Terrible service. Impossible to contact via phone as you constantly keep rejecting calls. While getting a connection is easy, will not disconnect services, forcing us to pay bills for services you no longer require",Agg,terrible impossible contact via phone constantly keep rejecting getting connection disconnect forcing pay bills services longer require
256,Voice258,Worst service ever and the worst customer care service. They never trying to resolve the problem and always passing the ball to another,Agg,worst service ever worst customer care never trying resolve problem always passing ball another
257,Voice259,"Worst customer service ever. I called them several times to fix my internet connection . No , they never answered any call. Improve your customer service ",Agg,worst customer service called several times fix internet connection never answered improve customer service
258,Voice260, i have been ever seen i was applied to conection now more then one month but still slt not provided me connection and homagama slt phone also not answering,Agg,ever seen applied conection one month still slt provided connection homagama slt phone also answering
259,Voice261,Very poor service telephone is not answer.Noway to contact technical officers.,Agg,poor service telephone contact technical
260,Voice262,Takes forever to get done the simplest task. Employees have no respect for their duty or their clients' time.,Agg,takes forever get done simplest employees respect duty
261,Voice263,It's been more than 3 weeks  since my mother requested for a detailed bill for her landline,Agg,weeks since mother requested detailed bill landline
262,Voice264,I really disappointed about the service cz all most nearly 2months I requested fiber  connection but still pending.,Agg,really disappointed service nearly 2months requested fiber connection still
263,Voice265,"Hi,will you be able to add 25 more GB to this number im calling right now",Non,able add number calling right
264,Voice266,Can I know the current price of the fiber connection ?,Non,know current price fiber connection
265,Voice267,"i paid 6000 for Peo tv,Router connection and Telephone line but your company didn't provide me any connection ",Agg,paid 6000 peo connection telephone line company provide connection
266,Voice268,"You got a customer care no. 1212.... & It's just a number for us to call. I made a complaint 4 days ago, no response at all",Agg,got customer care number made complaint days response
267,Voice269,I want to change the address which the monthly bill will be sent ?,Non,want change address monthly bill sent
268,Voice270,Don't even answer phone calls. Either it keeps ringing or line busy especially during lunch time. Bunch of losers. Pathetic customer support,Agg,even answer phone either keeps ringing line busy especially lunch bunch pathetic customer support
