mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Energy,RMS Energy,Intensity,Tempo,aggressiveness
-709.3934,64.52917,-23.78012,13.362915,-4.3213096,-8.093482,-14.751786,-7.7986636,-12.38674,2.82931,-11.359237,-1.513574,-11.690454,0.5571218,0.0018641824,0.027793325,73.828125,0
-664.90704,74.26847,1.2761471,26.783249,0.34193516,4.653885,-0.14539865,-7.8488083,-2.7278318,0.6814575,-2.2803502,-1.9372075,-3.285707,1.2924776,0.002898135,0.03845659,215.33203125,0
-544.94385,63.146656,-6.058538,8.420013,-0.32367295,-1.1626046,-13.80807,-5.9585667,-9.809717,1.0527846,-11.973428,-1.5961039,-4.333037,19.159554,0.011325781,0.11791051,89.10290948275862,0
-652.675,74.742615,-6.896241,16.297915,-3.1533785,-2.1227188,-6.470436,-8.038206,-16.74517,-1.5938787,-11.738166,-1.1724315,-13.036894,1.4241111,0.0031727382,0.037826672,83.35433467741936,0
-736.3413,54.72723,2.3630402,16.895638,-11.947107,-2.0053008,-9.506405,-5.0766153,-9.275332,0.10853119,-5.867449,-2.3513808,-6.7561817,0.30742693,0.0013202131,0.018622158,129.19921875,0
-625.8456,74.30211,2.5223181,14.311102,-5.197525,-6.6160975,-14.26142,-4.45829,-10.890435,0.022079937,-13.051831,-0.96085566,-6.205939,1.8722262,0.003601662,0.04458688,117.45383522727273,0
-724.09247,69.29263,1.7790296,17.197405,-4.7286716,-1.1541885,-7.0147996,-11.525276,-12.637129,2.3247275,-5.458481,-2.7456064,-10.202127,0.6113885,0.002086736,0.017948076,143.5546875,0
-691.5604,46.609596,-11.896231,14.003502,-11.794807,-3.6980815,-12.747878,-9.320295,-9.81237,-1.6382495,-6.1743026,-4.3503976,-8.171836,0.5233471,0.0017880676,0.020542221,135.99917763157896,0
-671.63464,68.810616,-5.947433,9.7681055,-1.0773989,1.009094,-10.937371,-3.378593,-19.342682,1.1490233,-7.9263473,-2.794094,-4.648359,0.98013526,0.002682457,0.028643722,103.359375,0
-659.02057,57.20087,-12.900069,4.7751617,-13.494038,-5.920378,-17.446674,-12.2014885,-13.570483,-5.2872624,-13.278237,-1.4217614,-9.876177,1.4974719,0.003125321,0.03505619,75.99954044117646,0
-616.9673,62.150993,-16.669254,16.762262,-10.730015,-0.7086745,-9.540993,-5.9289246,-6.2112045,0.33241764,-6.4807577,-0.5377837,-8.794642,3.0010872,0.004234663,0.06296823,123.046875,0
-668.9918,55.341576,-12.753358,10.891803,-13.109741,-5.2948246,-13.583282,-13.927063,-15.931209,-3.255229,-7.9646115,-6.7982225,-8.6259575,1.6338943,0.0032266502,0.045386244,75.99954044117646,0
-665.8394,69.96699,-26.327692,18.249859,-4.894165,-11.243389,-15.4764595,-7.325397,-9.338588,5.653582,-10.138065,1.8555967,-11.162307,0.82589257,0.0023504533,0.029976685,184.5703125,0
-650.02814,81.05187,-1.3652745,26.647545,-1.1289096,2.3795524,-0.93780506,-7.130203,-5.2129498,-0.042274594,-4.3263435,-0.49030888,-5.0267906,1.3842874,0.0030994923,0.033079777,56.17357336956522,0
-510.12885,73.85036,-4.164645,11.289388,-6.7041607,-4.5609293,-19.109133,-9.91518,-13.1291065,1.7728001,-12.951966,-1.8984544,-6.4403872,13.454337,0.009913746,0.11579206,89.10290948275862,0
-659.6585,70.4413,-6.888821,16.87677,-1.3690431,-0.32050058,-6.280476,-6.1960154,-14.121828,3.0661747,-10.844288,-1.9943312,-10.406657,1.2464641,0.0029353348,0.03308915,135.99917763157896,0
-727.40265,53.940056,1.433597,17.491756,-10.801964,0.14791098,-10.970606,-4.3978605,-5.919822,0.5673034,-6.4721665,-3.6523945,-5.8528085,0.2527773,0.001226862,0.015590699,135.99917763157896,0
-631.1198,74.73389,0.11450195,17.490479,-5.960069,-6.7848577,-15.58454,-3.0810735,-10.406769,1.21742,-13.25218,-0.3624749,-6.450824,2.1972327,0.003823847,0.05397585,117.45383522727273,0
-712.86346,71.48786,1.7466041,14.407172,-5.2217293,-0.3055948,-6.920675,-11.901788,-10.768574,1.0972064,-6.160655,-2.8399992,-11.465901,0.8317476,0.0024186622,0.020557115,143.5546875,0
-674.6397,47.36478,-14.9844055,16.768105,-13.69269,-5.553311,-13.033877,-9.17004,-11.452769,-0.024828983,-10.4620285,-1.5273111,-10.695975,0.96658474,0.002533553,0.032693096,215.33203125,0
-643.89545,53.553528,-5.548129,7.451306,0.20519012,-0.7934148,-14.839755,-4.3940053,-16.307892,2.247349,-7.870393,-3.7026505,-6.8188844,1.3769867,0.002920475,0.048535008,184.5703125,0
-654.6259,53.88554,-19.61208,6.358425,-14.24844,-7.8637238,-16.404331,-12.126647,-13.279284,-3.4009414,-14.846947,-1.076506,-9.3468895,1.2704303,0.0028285559,0.040583346,117.45383522727273,0
-578.38715,66.43071,-17.93424,8.522901,-10.108464,-1.1556886,-10.79741,-8.796431,-9.593016,0.33294988,-8.94843,-1.2409503,-10.433379,7.497848,0.006687533,0.10898915,172.265625,0
-692.4787,58.47865,-11.624103,6.184823,-10.824239,-1.6543971,-14.838888,-13.90307,-13.506019,-4.167015,-9.339944,-8.356994,-9.403598,1.458458,0.0030014105,0.05424882,107.666015625,0
-674.82874,63.43112,-17.290678,14.83739,-3.9096303,-6.289398,-16.79058,-7.292736,-10.801043,5.043584,-10.953974,1.31836,-7.5390954,1.0604849,0.002520002,0.041860946,107.666015625,0
-655.4685,75.494354,4.4585724,25.448925,-0.46783447,4.6838274,-4.03601,-8.306924,-7.6266985,-0.93404305,-5.316147,-1.46364,-3.6288102,1.7395468,0.0034536405,0.035901498,151.99908088235293,0
-511.70096,65.71725,-7.6640067,8.846811,-2.9301033,-4.9744387,-17.845957,-14.725657,-12.619714,3.7107763,-12.919189,-3.4556954,-6.853008,27.776651,0.014468785,0.11369723,184.5703125,0
-632.1743,71.74359,-3.84843,12.511508,0.97214204,0.51224834,-11.416412,-11.159945,-15.592028,4.4662232,-12.388596,0.11935909,-13.3021145,2.323122,0.004028451,0.04096913,95.703125,0
-708.34656,51.987114,-0.64845985,13.697673,-11.439272,1.8713713,-13.323437,-7.1226873,-7.352335,0.32465786,-7.9554467,-3.2783804,-6.1963634,0.51820123,0.0017949697,0.01925966,198.76802884615384,0
-599.9829,66.01363,-0.48741436,14.576753,-3.863447,-9.041735,-21.709143,-4.27798,-10.997324,3.4381082,-13.478976,0.027079538,-6.59704,4.5994444,0.0055830483,0.06304543,198.76802884615384,0
-733.4978,61.945927,9.115149,13.1383915,-9.571246,1.3966101,-3.596963,-10.260937,-13.224415,2.208406,-7.873992,0.5200645,-11.521453,0.64623994,0.0021483917,0.019682135,51.6796875,0
-696.77386,51.515144,-7.4549675,13.4830885,-10.608596,-2.7258403,-12.619575,-8.565725,-9.146397,-0.28826955,-8.673362,-2.9052148,-8.502569,0.78757083,0.002203594,0.03526687,71.77734375,0
-654.9433,66.82667,-5.9401603,5.790187,-1.9933554,2.6395476,-16.323128,-7.7407174,-17.35783,4.295075,-7.865768,-5.9330497,-6.9388003,1.5149224,0.0032327932,0.049190313,99.38401442307692,0
-651.25214,56.845104,-12.765718,9.019893,-14.572856,-2.9868813,-18.09568,-10.390898,-10.39955,-3.4375682,-11.3186245,2.0916808,-10.704276,1.8887415,0.0035334725,0.054791495,143.5546875,0
-606.2613,60.041107,-15.779926,9.778194,-11.707543,-2.2833996,-11.4257555,-9.206298,-10.824213,-0.7613262,-9.930865,-1.2227926,-12.82666,5.7150645,0.00577891,0.08993675,172.265625,0
-697.10754,59.388134,-8.000112,6.6609035,-11.060917,-1.6011399,-13.903019,-13.050626,-14.365315,-3.4141388,-9.008529,-7.2144485,-9.990243,1.0089872,0.0025485551,0.04233822,83.35433467741936,0
-679.58124,66.777855,-21.37153,13.65053,-4.9464912,-8.123693,-17.733675,-9.07646,-11.226535,3.5383606,-12.996162,0.0148538565,-9.599053,0.92998385,0.0025167593,0.040745042,107.666015625,0
-651.99005,76.88606,2.595081,25.436207,-0.5412238,6.48576,-2.2476337,-6.421903,-6.914808,1.7344398,-2.2709844,-0.5493908,-1.6845567,1.6173325,0.0032479728,0.035841227,103.359375,0
-567.3136,65.51108,4.89262,18.602571,-1.1870226,3.5257173,-12.626347,-6.8884754,-9.945938,3.28294,-11.136934,-1.6566536,-5.4181976,13.323976,0.009676147,0.09183717,198.76802884615384,0
-641.8101,65.82532,-2.580588,11.102101,-2.5703743,0.42883956,-10.343142,-9.713218,-11.381156,3.2211537,-14.626165,0.18106848,-12.998458,1.7663366,0.0036389849,0.03618819,184.5703125,0
-700.44385,56.865784,-1.2248927,12.442197,-15.676283,1.3453707,-13.3682995,-7.5145545,-7.0174155,-1.7119974,-7.401838,-2.9832084,-6.5865684,0.58382905,0.001933942,0.021974307,215.33203125,0
-613.43054,56.84207,2.0950246,14.456662,-3.9637244,-7.742827,-17.493128,-5.4933667,-8.7985935,-1.7966855,-10.21767,0.8795241,-8.912071,4.1190453,0.0051561682,0.06864424,63.02400914634146,0
-734.35974,72.54887,1.5654746,11.560198,-7.5161066,1.4676774,-7.791706,-11.821126,-13.225067,3.5973043,-6.0262685,-1.9739484,-6.74829,0.7307081,0.0022690145,0.019639825,71.77734375,0
-683.6189,44.283188,-11.666425,13.270153,-12.0327835,-4.262088,-14.3738,-9.774794,-9.293709,-1.0900805,-8.844644,-2.4584775,-8.974025,0.96434665,0.0024494997,0.039569076,64.599609375,0
-658.3294,59.895397,-3.6215208,8.392465,0.07016085,4.2869415,-11.422696,-7.308804,-17.136665,4.922207,-7.268199,-4.677617,-5.9261622,1.319086,0.0029435346,0.04873227,129.19921875,0
-650.6822,51.59855,-10.00148,8.717584,-13.73412,-2.8843606,-22.006735,-11.302812,-12.936893,-4.353846,-13.3536415,0.70973516,-7.988857,2.8896668,0.004153507,0.060012683,161.4990234375,0
-419.2053,150.36537,0.86947155,62.116096,-9.589915,21.173231,-13.254167,1.9265164,-2.1691027,-1.7724928,1.9415336,-15.464975,8.303813,14.247858,0.0142285,0.11087171,135.99917763157896,0
-449.90308,158.39359,3.629565,61.1885,-16.049526,33.778385,-8.799604,4.5230756,-6.7808537,-1.7039503,8.93441,-14.8429785,4.8982177,4.3892035,0.00970624,0.07405438,103.359375,0
-429.75375,145.06042,8.324411,58.373295,-5.145703,21.845415,-2.508827,3.3560584,-5.58345,-5.2983747,3.7832508,-12.828788,2.6285288,20.817142,0.014588337,0.13022135,143.5546875,0
-423.8766,154.49689,-0.96453047,61.660034,-10.767799,24.920336,-13.132139,3.8245628,-1.2104981,-2.6876457,5.261363,-14.644281,4.1490593,14.664975,0.012891132,0.107888974,92.28515625,0
-423.42987,135.07181,14.8627,65.82955,-7.8460603,19.476793,-14.779842,8.030699,0.194806,-6.125316,3.0176487,-13.506725,6.435269,14.499784,0.013666729,0.10550074,258.3984375,0
-425.41043,159.2261,4.3985996,49.609077,-15.230076,24.105234,-4.3379154,4.98472,-3.341415,-3.0555031,4.905881,-13.604476,4.7378144,18.050325,0.014560512,0.15610015,151.99908088235293,0
-425.00186,149.29114,8.6944065,52.351097,-11.785752,25.906233,-7.893956,3.5887246,-4.968489,-4.2741055,6.047217,-12.886293,3.8023963,17.298548,0.0141767105,0.1408101,117.45383522727273,0
-417.93985,140.9866,19.172306,52.581615,-5.348621,13.606804,-3.8179338,-1.3137609,-6.7055187,-7.8452487,0.24279709,-9.218192,1.0585278,34.14976,0.017681839,0.16300565,161.4990234375,0
-431.90204,142.59549,15.545821,63.753178,-12.498254,20.407072,-10.127463,2.0717566,-3.1833608,-4.953754,2.3940701,-12.086639,7.5565667,15.842389,0.013443433,0.10381893,135.99917763157896,0
-419.31833,154.49904,-2.1389587,63.37761,-10.022118,25.696823,-19.505808,3.8752663,-3.9619079,-3.5733006,5.238103,-17.418839,7.0998793,12.385007,0.014368071,0.11328212,143.5546875,0
-411.73947,126.968994,5.1105814,71.33512,-8.852498,34.279095,-22.83346,4.274971,-6.833327,-4.3781896,4.506026,-16.940054,10.6799,10.801091,0.013141361,0.13828182,123.046875,0
-422.99152,138.99747,13.497934,55.56931,-8.720528,24.003967,-8.795963,2.5884578,-3.74863,-1.5254074,4.7988625,-14.355133,5.7243295,24.454287,0.014669252,0.16159002,161.4990234375,0
-419.08313,150.68472,5.356026,67.63149,-14.981287,15.9409485,-9.898308,2.8057184,-2.882581,-3.6271389,6.9066825,-8.754211,5.6927757,15.236433,0.014777998,0.14262286,135.99917763157896,0
-441.1638,149.64001,16.377888,57.208157,-9.353826,26.551292,-5.086612,-1.4775072,-3.5836263,-1.2255507,6.885151,-13.098171,-0.6708651,7.8589754,0.012154806,0.10594054,117.45383522727273,0
-429.1876,150.06404,12.122757,62.652126,-11.982662,21.721844,-6.7646675,3.9688487,-2.2236366,-4.550661,5.2872744,-10.929498,3.8146675,23.79913,0.015989877,0.12874249,135.99917763157896,0
-418.21417,158.32828,-2.1395855,65.17795,-16.190092,18.72621,-10.785513,8.651179,-0.5754846,-4.639628,7.636397,-10.209688,2.923474,16.176395,0.013782352,0.10571701,86.1328125,0
-429.1486,147.95753,11.756109,67.79928,-13.0736475,22.226393,-12.546945,7.672177,-0.681138,-4.9915104,4.5069914,-10.981345,5.4421434,23.263369,0.015650878,0.22053802,151.99908088235293,0
-420.0536,163.63289,3.6250534,61.090042,-20.631647,19.619898,-4.2027364,3.1502268,-5.72876,-4.0923715,4.926759,-10.86573,6.3848133,16.866259,0.014916371,0.1471178,129.19921875,0
-442.04318,144.00798,18.722649,58.882236,-11.799579,27.831753,-2.5044234,4.9562063,-2.9230912,-5.499176,4.055818,-12.309735,3.1495135,16.502771,0.012847523,0.15905537,129.19921875,0
-451.36264,157.96521,18.004562,70.530205,-17.26955,22.507143,-8.290356,4.796355,-3.998929,-8.082122,2.6881564,-12.185954,5.630815,12.61336,0.012351285,0.095554404,184.5703125,0
-412.21796,140.0841,23.877275,59.223804,-14.503289,6.821565,-9.183857,-0.4716626,-1.6712096,-2.900887,2.8580632,-7.323156,5.1482687,35.43504,0.017491,0.18299702,172.265625,0
-431.78363,138.15253,15.2837925,62.65241,-1.6368287,13.888922,-10.556264,4.8998003,-1.1419375,-5.779632,2.2433918,-11.08556,1.7214901,12.4695,0.011394678,0.1706186,112.34714673913044,0
-426.30228,135.582,10.19465,69.97317,-8.07722,25.296593,-15.4686575,5.2170434,-3.6061893,-3.588392,4.0314784,-11.8300705,9.927367,16.64321,0.013660266,0.17475986,198.76802884615384,0
-389.2633,145.3267,15.377021,50.82989,-14.571318,10.599228,-4.0349665,0.57407576,-6.451261,-4.367824,3.6369052,-9.922689,4.046137,45.36605,0.020877343,0.19171663,129.19921875,0
-411.41812,136.94365,-0.09951457,64.30938,-12.045931,16.27286,-16.431622,0.083693415,-2.6164715,-5.0969944,5.417963,-7.3289104,8.726357,11.97129,0.0135772,0.10096492,161.4990234375,0
-436.2364,174.27222,-11.625819,52.933613,-28.561432,30.897661,-5.990649,3.0779076,-8.112829,-1.2603102,12.318311,-8.794184,9.475631,3.1057396,0.010830064,0.07143873,215.33203125,0
-415.52902,138.63354,11.180113,60.12771,-5.893261,12.719546,-1.955007,-1.2013177,-7.6916213,-7.577221,4.1050515,-3.7696602,2.9471993,20.67853,0.018053716,0.11465645,117.45383522727273,0
-395.5863,147.33376,-15.068313,62.78889,-18.750143,16.89479,-11.290685,0.4541232,-5.3036394,-0.55479723,10.65774,-8.883751,6.8871875,26.90041,0.017418103,0.17283522,117.45383522727273,0
-415.22064,135.12706,2.8562613,70.84426,-11.563658,17.614359,-13.491988,3.662908,-6.819433,-5.7373195,7.4620504,-7.9930096,6.263777,28.492996,0.017798405,0.17536646,99.38401442307692,0
-399.18924,150.2494,-2.005729,51.012234,-19.062447,14.993296,-2.3886807,-2.5168848,-6.4834914,-3.3725135,7.2166567,-2.2096972,7.523211,21.652838,0.018033253,0.17497823,215.33203125,0
-388.04816,146.91708,-4.6893525,52.167973,-21.1691,20.848238,-8.019455,-3.1051662,-7.6780653,-0.54884005,8.466745,-6.306279,8.510065,37.087788,0.023257818,0.21486746,92.28515625,0
-424.70395,144.7078,14.172266,67.07038,-16.062466,11.964314,-7.6197124,-2.527657,-9.357695,-8.557835,4.415968,-3.0951593,6.755248,19.154657,0.016201241,0.10696283,95.703125,0
-409.3962,131.63911,13.089956,64.47796,-13.462244,8.11315,-7.408175,-0.5457037,-7.0125055,-2.7514875,6.1875377,-4.506894,8.318725,38.74841,0.019546406,0.18969584,80.74951171875,0
-435.56454,150.256,-3.2665827,65.096054,-12.739669,24.825613,-16.348194,4.8305597,-1.2515717,-1.6304682,10.290177,-10.940404,6.9091506,11.434139,0.011746513,0.10252647,86.1328125,0
-419.66614,105.28656,20.49534,58.99311,4.645075,21.270979,-14.505859,-1.5750251,-5.5808706,-4.2615895,6.9679785,-4.925183,7.168607,34.31101,0.014932205,0.22424525,103.359375,0
-421.95633,127.77758,5.140009,64.86418,-5.1794577,11.22338,-12.92104,2.4483497,-0.21839076,-0.68024623,9.221519,-5.1314926,10.386832,12.897153,0.013085918,0.15562443,184.5703125,0
-460.74112,150.99461,-1.8316636,70.063545,-18.900774,36.86029,-11.873163,5.5280805,-2.4077513,2.998445,12.876365,-8.389331,11.106957,5.3150406,0.009431113,0.06558862,135.99917763157896,0
-390.35944,144.48615,-7.3649106,60.928753,-17.535397,15.248243,-11.031405,-1.3067962,-8.323646,-5.83001,8.600433,-6.383361,9.051365,31.621706,0.02375155,0.15086553,161.4990234375,0
-423.19366,139.86719,-2.0475898,62.02245,-12.130974,19.236744,-12.42434,2.3238564,-3.0878208,0.5022035,10.706022,-9.749662,7.7515316,15.106903,0.012673976,0.1203388,161.4990234375,0
-426.74698,138.14224,-1.3984169,71.733284,-18.368877,23.73964,-20.522041,8.7598,-1.884263,-2.281628,10.417065,-9.931077,10.337933,10.12699,0.011827848,0.11568654,161.4990234375,0
-424.41745,147.04347,3.7947798,52.686104,-16.159674,21.105297,-5.9162374,-2.5649724,-4.5486517,0.822461,10.56672,-5.663354,8.012267,20.087185,0.016333038,0.14580752,151.99908088235293,0
-427.11105,138.42798,11.017047,58.209053,-9.616564,20.137424,-10.041074,0.6667434,-4.7604322,-1.4285276,7.8861804,-9.243916,8.130594,17.079157,0.015161893,0.13246122,184.5703125,0
-407.82758,135.53278,11.670572,60.3663,-19.138401,12.956424,-10.614725,-1.447568,-4.692095,-0.91658366,8.45116,-3.7036483,12.078916,26.614374,0.018340928,0.13269293,123.046875,0
-435.91565,138.40923,0.19250877,62.23649,-10.321793,24.612343,-12.957922,7.085304,-0.4825342,-1.1188475,8.964755,-9.476678,9.324304,11.263229,0.011193486,0.1482194,129.19921875,0
-422.12473,122.078575,-2.1989384,76.744835,-15.088795,29.421864,-24.066471,9.13303,-3.7672443,-2.584878,9.910042,-9.973099,14.723177,10.581032,0.012247222,0.11290019,135.99917763157896,0
-412.82596,132.23933,5.3298855,57.322857,-15.379124,23.402264,-11.442816,1.9829818,-3.0198672,2.4730587,10.551929,-9.985234,9.989444,20.658194,0.015367519,0.23549134,92.28515625,0
-416.43484,137.6154,-3.3670456,72.23354,-18.107094,19.68086,-17.155447,8.147259,-3.0366557,-2.1017594,6.7707806,-10.584299,10.95917,11.073422,0.012856596,0.11357286,103.359375,0
-443.44943,148.97601,1.3476783,64.17488,-13.955671,29.132622,-10.337635,5.7302785,-4.851031,-1.8139397,9.215542,-11.844295,6.8582487,5.993335,0.010889968,0.07916851,151.99908088235293,0
-444.5877,137.54811,13.0811615,63.441036,-8.310009,24.91574,-1.3135995,4.126112,-2.5558934,-4.314439,5.28199,-10.338021,3.3543735,17.201471,0.014957433,0.0910307,67.99958881578948,0
-397.4432,145.67023,-11.995023,63.07232,-20.306522,18.191038,-12.298355,10.752148,-1.6387135,-1.377589,8.8696575,-12.56687,4.949741,13.069184,0.0143247275,0.12154825,151.99908088235293,0
-437.4114,129.03012,14.69262,63.571358,-6.879567,22.246368,-13.042938,6.576029,-2.9972622,-4.931129,7.2379265,-8.255345,5.75124,14.307506,0.013870838,0.09739839,143.5546875,0
-428.90283,144.82196,7.689732,55.10433,-16.692604,19.68433,-0.9340906,4.167774,-2.902553,-1.4763345,8.2604885,-7.686976,4.286589,23.423542,0.015438929,0.12695396,89.10290948275862,0
-444.70676,136.682,15.747999,61.71545,-10.253968,26.94467,-9.113301,4.2483296,-2.7582073,-2.296654,7.0818496,-9.111295,6.0516596,9.290134,0.012080454,0.08802255,95.703125,0
-415.18854,145.8403,7.8943634,59.52319,-15.937134,16.172714,-9.537103,2.7754605,-4.1924314,-4.752693,4.8634706,-9.065627,5.3141503,29.393845,0.019789962,0.123621404,215.33203125,0
-443.6695,130.34589,17.041054,63.761147,-7.183916,20.09922,-6.3195376,3.8859403,-1.7376603,-2.0623002,6.980901,-7.008449,6.9347963,17.000406,0.013316266,0.10819191,95.703125,0
-443.5956,140.7577,5.2258606,67.04058,-9.915489,28.39397,-13.343169,8.381822,0.46433353,-2.6950142,8.342729,-11.176195,7.022222,8.4402685,0.01172113,0.064442374,172.265625,0
-404.02518,122.85161,-4.2540545,73.409225,-11.872883,26.63944,-25.167507,11.276162,-7.970843,-2.972025,9.520748,-10.73311,11.7298765,8.137317,0.012561635,0.0967184,129.19921875,0
-425.23877,146.70183,-0.32944274,64.77604,-24.15726,27.779022,-13.092564,8.182316,-4.5617175,-1.0501325,7.5554204,-10.726936,11.277189,9.088474,0.012331082,0.095676176,117.45383522727273,0
-372.17807,133.32144,-9.055892,52.11651,-4.1669025,10.58785,-13.159225,-0.23044407,-5.142651,-4.0315213,9.031123,-5.2960086,6.7101955,35.232914,0.02226342,0.21207394,143.5546875,0
-432.82352,157.46935,-1.2600874,55.39484,-15.821366,26.764208,-6.681674,3.3858037,-7.70015,-0.8148888,10.603447,-9.619952,5.8960905,8.781417,0.01282324,0.08779483,78.30255681818181,0
-392.52194,145.14459,-3.0017462,57.39358,-5.1514645,14.545795,-5.6240377,-2.1124668,-13.471651,-10.081882,6.124746,-4.8342566,5.8780518,18.403728,0.01884328,0.18641807,75.99954044117646,0
-380.11627,148.34064,-9.986109,54.694237,-10.586572,14.433355,-12.216951,1.6220149,-5.40836,-6.306028,6.627948,-6.693722,5.7535667,33.89303,0.02315037,0.21289779,112.34714673913044,0
-377.88623,142.6678,-0.5517774,56.852455,-10.389362,7.5811124,-19.186163,2.1348503,-7.1022043,-7.3648376,6.7714686,-4.160712,8.795347,26.961103,0.022361564,0.18512553,287.109375,0
-408.17685,157.4161,-3.3287506,48.144882,-16.06777,21.604677,-3.2999675,1.551161,-9.268096,-8.382027,7.130861,-5.4339314,5.16304,22.655045,0.018112747,0.1089367,215.33203125,0
-401.26755,154.93803,-7.3144975,52.971546,-12.3580885,25.589169,-13.810883,0.22266948,-9.751585,-5.2735977,9.910011,-10.390017,6.476096,19.526623,0.018210547,0.10517067,95.703125,0
-383.51962,149.14958,6.4627686,53.645065,-16.676996,9.11907,-5.3108473,-2.3200881,-13.725086,-12.182468,4.0470505,-0.56890553,7.980938,46.345215,0.028375674,0.13980938,75.99954044117646,0
-382.30725,129.98831,18.968466,45.86001,-5.1198926,2.9877083,-6.1209803,-0.31624624,-4.9832335,-4.4869933,2.6294987,-2.629205,6.4999337,59.15656,0.026508646,0.2988381,92.28515625,0
-416.2953,159.16107,-10.339178,60.17976,-12.2512665,25.861633,-14.827377,7.146939,-2.9893234,-3.7429752,7.87207,-11.387487,7.4502707,13.886242,0.014330721,0.15632056,95.703125,0
-367.31857,118.28767,-3.4086292,61.157467,0.16394821,17.662037,-23.066227,0.8293285,-6.2210236,-2.4918158,5.7029815,-6.7817373,13.148242,28.890543,0.01996875,0.25416797,63.02400914634146,0
-384.42078,143.21046,-6.2337327,56.504673,-16.794165,20.623991,-9.731034,3.3821363,-8.948804,-4.01761,6.7020535,-9.307236,10.192739,29.572123,0.019017285,0.2601096,99.38401442307692,0
-408.06918,140.89998,3.2841735,65.09241,-8.672735,16.144524,-13.946161,-1.501685,-2.3682525,-3.3389268,5.9278955,-7.584398,7.24858,19.747965,0.01679275,0.16315275,143.5546875,0
-427.8557,146.84164,6.3727727,49.803375,-10.794567,24.848919,-5.327422,1.4762182,-1.9523692,0.15761958,10.849422,-9.261901,1.719589,7.708279,0.012178996,0.1830017,143.5546875,0
-400.95016,144.22446,-1.19449,60.821255,-8.113652,18.969912,-7.1323543,-1.1019722,-2.6892114,-2.2724025,8.049313,-9.224824,1.0589933,28.492434,0.019308122,0.15801191,184.5703125,0
-406.91745,150.86845,2.2356927,61.945564,-9.194205,15.74781,-17.954382,1.2811546,0.48919627,-2.251813,7.5472484,-10.97004,4.5676823,12.055365,0.015042651,0.115272336,112.34714673913044,0
-429.5544,144.60059,9.271441,69.18654,-11.1173,23.226074,-17.062403,5.0871906,-5.7669463,-5.74607,8.463814,-9.030384,6.602193,9.024614,0.013095446,0.1091797,99.38401442307692,0
-403.69662,154.87021,5.2421827,52.83924,-17.07088,16.99419,-5.6268563,-2.0592644,-4.4361844,-0.14555824,9.563037,-7.8501115,3.5388813,28.073036,0.020974135,0.18390732,184.5703125,0
-425.31232,152.52676,4.5194626,61.958443,-15.200694,27.112297,-12.643683,1.1856847,-4.742817,-0.842934,9.683386,-12.493673,4.3352895,13.285313,0.013956173,0.11454133,135.99917763157896,0
-412.8401,144.89975,9.175579,61.795834,-11.189158,18.435919,-7.626835,0.11203781,-3.6986587,-4.669166,6.2564535,-8.392791,3.4536269,23.770197,0.01791801,0.12553798,117.45383522727273,0
-410.35464,150.52724,2.8091464,61.396103,-19.128693,20.414734,-9.182523,1.7785541,-4.8594246,-0.39890996,8.752453,-6.9754977,8.936911,11.933578,0.015815565,0.13853697,112.34714673913044,0
-408.5552,150.30858,-2.0246503,58.85907,-8.295134,23.915989,-13.893487,0.9625973,-0.56090754,0.07054486,6.605838,-11.070829,5.739918,14.171559,0.016011398,0.15475419,112.34714673913044,0
-405.17426,122.631805,8.268259,70.326355,-6.500076,25.17671,-20.088041,3.7426302,-6.006777,-4.32772,6.2218432,-10.348005,9.111897,15.110352,0.014559156,0.14342993,92.28515625,0
-392.21664,146.25412,-1.5973691,60.43042,-18.672142,19.911615,-10.879885,0.8362423,-6.251059,0.9318683,8.985353,-8.662722,7.0195236,18.452557,0.017257754,0.20076667,103.359375,0
-400.5381,149.46556,-6.574153,58.535076,-10.174915,17.345022,-16.29676,-0.36245662,-3.3159404,0.5807648,8.153822,-11.801179,8.994824,11.252049,0.01467169,0.14375442,161.4990234375,0
-437.84946,156.69943,0.8217973,53.35741,-18.23077,33.573975,-8.230531,5.615698,-6.726976,-4.9625397,12.764289,-7.841934,5.013171,6.197474,0.0112521155,0.07966963,234.90767045454547,0
-421.58344,150.34921,-3.9900062,70.389015,-7.6267543,21.240646,-9.646837,4.164264,-9.374222,-6.176409,8.013316,-10.608615,6.819971,9.716202,0.0149415545,0.08955302,129.19921875,0
-409.33694,157.94284,-11.923562,58.138546,-14.205921,23.397018,-14.071332,5.1427627,-4.8202505,-2.7499225,12.293105,-11.108175,6.7447114,11.025509,0.013928676,0.13205448,151.99908088235293,0
-428.2697,147.41904,4.050953,68.34593,-9.091434,23.642788,-14.831991,5.666394,-6.585778,-4.427888,7.008261,-11.03055,8.12393,9.4711895,0.012924547,0.10696579,215.33203125,0
-413.3554,155.00679,1.6410041,47.252693,-13.607582,21.433517,-0.748312,4.363599,-7.209014,-6.2086987,9.425234,-6.589994,5.2114463,12.460808,0.016231064,0.0953072,151.99908088235293,0
